Date-Time-Start; Date-Time-End; Gebäude 101 Kabel 1 | NoComment | Orginal Power [kW] inkl. Wandlerfaktoren - Korrigierte Power [kW] inkl. Wandlerfaktoren; Verbrauch-Orginal Viertelstündlich[kWh]; Verbrauch Korrigiert Viertelstündlich[kWh]; ErrorCode
2016-06-05 15:45:00; 2016-06-05 16:00:00; 28.992000; 28.992000; 24428.092000; 24428.092000; 0
2016-06-05 16:00:00; 2016-06-05 16:15:00; 38.464000; 38.464000; 24428.182600; 24428.182600; 0
2016-06-05 16:15:00; 2016-06-05 16:30:00; 34.048000; 34.048000; 24428.302800; 24428.302800; 0
2016-06-05 16:30:00; 2016-06-05 16:45:00; 34.176000; 34.176000; 24428.409200; 24428.409200; 0
2016-06-05 16:45:00; 2016-06-05 17:00:00; 38.784000; 38.784000; 24428.516000; 24428.516000; 0
2016-06-05 17:00:00; 2016-06-05 17:15:00; 30.336000; 30.336000; 24428.637200; 24428.637200; 0
2016-06-05 17:15:00; 2016-06-05 17:30:00; 38.656000; 38.656000; 24428.732000; 24428.732000; 0
2016-06-05 17:30:00; 2016-06-05 17:45:00; 38.080000; 38.080000; 24428.852800; 24428.852800; 0
2016-06-05 17:45:00; 2016-06-05 18:00:00; 30.720000; 30.720000; 24428.971800; 24428.971800; 0
2016-06-05 18:00:00; 2016-06-05 18:15:00; 38.528000; 38.528000; 24429.067800; 24429.067800; 0
2016-06-05 18:15:00; 2016-06-05 18:30:00; 32.512000; 32.512000; 24429.188200; 24429.188200; 0
2016-06-05 18:30:00; 2016-06-05 18:45:00; 34.560000; 34.560000; 24429.289800; 24429.289800; 0
2016-06-05 18:45:00; 2016-06-05 19:00:00; 39.104000; 39.104000; 24429.397800; 24429.397800; 0
2016-06-05 19:00:00; 2016-06-05 19:15:00; 29.056000; 29.056000; 24429.520000; 24429.520000; 0
2016-06-05 19:15:00; 2016-06-05 19:30:00; 38.720000; 38.720000; 24429.610800; 24429.610800; 0
2016-06-05 19:30:00; 2016-06-05 19:45:00; 33.856000; 33.856000; 24429.731800; 24429.731800; 0
2016-06-05 19:45:00; 2016-06-05 20:00:00; 33.984000; 33.984000; 24429.837600; 24429.837600; 0
2016-06-05 20:00:00; 2016-06-05 20:15:00; 38.272000; 38.272000; 24429.943800; 24429.943800; 0
2016-06-05 20:15:00; 2016-06-05 20:30:00; 27.968000; 27.968000; 24430.063400; 24430.063400; 0
2016-06-05 20:30:00; 2016-06-05 20:45:00; 38.528000; 38.528000; 24430.150800; 24430.150800; 0
2016-06-05 20:45:00; 2016-06-05 21:00:00; 30.464000; 30.464000; 24430.271200; 24430.271200; 0
2016-06-05 21:00:00; 2016-06-05 21:15:00; 34.624000; 34.624000; 24430.366400; 24430.366400; 0
2016-06-05 21:15:00; 2016-06-05 21:30:00; 34.560000; 34.560000; 24430.474600; 24430.474600; 0
2016-06-05 21:30:00; 2016-06-05 21:45:00; 29.824000; 29.824000; 24430.582600; 24430.582600; 0
2016-06-05 21:45:00; 2016-06-05 22:00:00; 37.760000; 37.760000; 24430.675800; 24430.675800; 0
2016-06-05 22:00:00; 2016-06-05 22:15:00; 26.368000; 26.368000; 24430.793800; 24430.793800; 0
2016-06-05 22:15:00; 2016-06-05 22:30:00; 35.648000; 35.648000; 24430.876200; 24430.876200; 0
2016-06-05 22:30:00; 2016-06-05 22:45:00; 29.376000; 29.376000; 24430.987600; 24430.987600; 0
2016-06-05 22:45:00; 2016-06-05 23:00:00; 28.736000; 28.736000; 24431.079400; 24431.079400; 0
2016-06-05 23:00:00; 2016-06-05 23:15:00; 34.560000; 34.560000; 24431.169200; 24431.169200; 0
2016-06-05 23:15:00; 2016-06-05 23:30:00; 26.048000; 26.048000; 24431.277200; 24431.277200; 0
2016-06-05 23:30:00; 2016-06-05 23:45:00; 32.448000; 32.448000; 24431.358600; 24431.358600; 0
2016-06-05 23:45:00; 2016-06-06 00:00:00; 29.888000; 29.888000; 24431.460000; 24431.460000; 0
2016-06-06 00:00:00; 2016-06-06 00:15:00; 25.920000; 25.920000; 24431.553400; 24431.553400; 0
2016-06-06 00:15:00; 2016-06-06 00:30:00; 34.560000; 34.560000; 24431.634400; 24431.634400; 0
2016-06-06 00:30:00; 2016-06-06 00:45:00; 26.176000; 26.176000; 24431.742400; 24431.742400; 0
2016-06-06 00:45:00; 2016-06-06 01:00:00; 25.856000; 25.856000; 24431.824200; 24431.824200; 0
2016-06-06 01:00:00; 2016-06-06 01:15:00; 25.920000; 25.920000; 24431.905000; 24431.905000; 0
2016-06-06 01:15:00; 2016-06-06 01:30:00; 35.008000; 35.008000; 24431.986000; 24431.986000; 0
2016-06-06 01:30:00; 2016-06-06 01:45:00; 26.048000; 26.048000; 24432.095400; 24432.095400; 0
2016-06-06 01:45:00; 2016-06-06 02:00:00; 25.920000; 25.920000; 24432.176800; 24432.176800; 0
2016-06-06 02:00:00; 2016-06-06 02:15:00; 26.176000; 26.176000; 24432.257800; 24432.257800; 0
2016-06-06 02:15:00; 2016-06-06 02:30:00; 31.680000; 31.680000; 24432.339600; 24432.339600; 0
2016-06-06 02:30:00; 2016-06-06 02:45:00; 29.312000; 29.312000; 24432.438600; 24432.438600; 0
2016-06-06 02:45:00; 2016-06-06 03:00:00; 26.112000; 26.112000; 24432.530200; 24432.530200; 0
2016-06-06 03:00:00; 2016-06-06 03:15:00; 26.048000; 26.048000; 24432.611800; 24432.611800; 0
2016-06-06 03:15:00; 2016-06-06 03:30:00; 29.312000; 29.312000; 24432.693200; 24432.693200; 0
2016-06-06 03:30:00; 2016-06-06 03:45:00; 31.232000; 31.232000; 24432.784800; 24432.784800; 0
2016-06-06 03:45:00; 2016-06-06 04:00:00; 26.240000; 26.240000; 24432.882400; 24432.882400; 0
2016-06-06 04:00:00; 2016-06-06 04:15:00; 25.984000; 25.984000; 24432.964400; 24432.964400; 0
2016-06-06 04:15:00; 2016-06-06 04:30:00; 36.672000; 36.672000; 24433.045600; 24433.045600; 0
2016-06-06 04:30:00; 2016-06-06 04:45:00; 25.984000; 25.984000; 24433.160200; 24433.160200; 0
2016-06-06 04:45:00; 2016-06-06 05:00:00; 26.304000; 26.304000; 24433.241400; 24433.241400; 0
2016-06-06 05:00:00; 2016-06-06 05:15:00; 26.560000; 26.560000; 24433.323600; 24433.323600; 0
2016-06-06 05:15:00; 2016-06-06 05:30:00; 31.488000; 31.488000; 24433.406600; 24433.406600; 0
2016-06-06 05:30:00; 2016-06-06 05:45:00; 38.016000; 38.016000; 24433.505000; 24433.505000; 0
2016-06-06 05:45:00; 2016-06-06 06:00:00; 33.600000; 33.600000; 24433.623800; 24433.623800; 0
2016-06-06 06:00:00; 2016-06-06 06:15:00; 28.480000; 28.480000; 24433.728800; 24433.728800; 0
2016-06-06 06:15:00; 2016-06-06 06:30:00; 37.504000; 37.504000; 24433.817800; 24433.817800; 0
2016-06-06 06:30:00; 2016-06-06 06:45:00; 32.704000; 32.704000; 24433.935000; 24433.935000; 0
2016-06-06 06:45:00; 2016-06-06 07:00:00; 29.760000; 29.760000; 24434.037200; 24434.037200; 0
2016-06-06 07:00:00; 2016-06-06 07:15:00; 36.864000; 36.864000; 24434.130200; 24434.130200; 0
2016-06-06 07:15:00; 2016-06-06 07:30:00; 43.904000; 43.904000; 24434.245400; 24434.245400; 0
2016-06-06 07:30:00; 2016-06-06 07:45:00; 35.136000; 35.136000; 24434.382600; 24434.382600; 0
2016-06-06 07:45:00; 2016-06-06 08:00:00; 37.376000; 37.376000; 24434.492400; 24434.492400; 0
2016-06-06 08:00:00; 2016-06-06 08:15:00; 43.264000; 43.264000; 24434.609200; 24434.609200; 0
2016-06-06 08:15:00; 2016-06-06 08:30:00; 37.440000; 37.440000; 24434.744400; 24434.744400; 0
2016-06-06 08:30:00; 2016-06-06 08:45:00; 48.320000; 48.320000; 24434.861400; 24434.861400; 0
2016-06-06 08:45:00; 2016-06-06 09:00:00; 42.880000; 42.880000; 24435.012400; 24435.012400; 0
2016-06-06 09:00:00; 2016-06-06 09:15:00; 46.848000; 46.848000; 24435.146400; 24435.146400; 0
2016-06-06 09:15:00; 2016-06-06 09:30:00; 53.440000; 53.440000; 24435.292800; 24435.292800; 0
2016-06-06 09:30:00; 2016-06-06 09:45:00; 48.000000; 48.000000; 24435.459800; 24435.459800; 0
2016-06-06 09:45:00; 2016-06-06 10:00:00; 53.952000; 53.952000; 24435.609800; 24435.609800; 0
2016-06-06 10:00:00; 2016-06-06 10:15:00; 55.936000; 55.936000; 24435.778400; 24435.778400; 0
2016-06-06 10:15:00; 2016-06-06 10:30:00; 54.848000; 54.848000; 24435.953200; 24435.953200; 0
2016-06-06 10:30:00; 2016-06-06 10:45:00; 54.976000; 54.976000; 24436.124600; 24436.124600; 0
2016-06-06 10:45:00; 2016-06-06 11:00:00; 53.248000; 53.248000; 24436.296400; 24436.296400; 0
2016-06-06 11:00:00; 2016-06-06 11:15:00; 53.824000; 53.824000; 24436.462800; 24436.462800; 0
2016-06-06 11:15:00; 2016-06-06 11:30:00; 57.536000; 57.536000; 24436.631000; 24436.631000; 0
2016-06-06 11:30:00; 2016-06-06 11:45:00; 59.264000; 59.264000; 24436.810800; 24436.810800; 0
2016-06-06 11:45:00; 2016-06-06 12:00:00; 59.392000; 59.392000; 24436.996000; 24436.996000; 0
2016-06-06 12:00:00; 2016-06-06 12:15:00; 59.776000; 59.776000; 24437.181600; 24437.181600; 0
2016-06-06 12:15:00; 2016-06-06 12:30:00; 60.288000; 60.288000; 24437.368400; 24437.368400; 0
2016-06-06 12:30:00; 2016-06-06 12:45:00; 60.416000; 60.416000; 24437.556800; 24437.556800; 0
2016-06-06 12:45:00; 2016-06-06 13:00:00; 60.032000; 60.032000; 24437.745600; 24437.745600; 0
2016-06-06 13:00:00; 2016-06-06 13:15:00; 60.480000; 60.480000; 24437.933200; 24437.933200; 0
2016-06-06 13:15:00; 2016-06-06 13:30:00; 59.648000; 59.648000; 24438.122200; 24438.122200; 0
2016-06-06 13:30:00; 2016-06-06 13:45:00; 59.072000; 59.072000; 24438.308600; 24438.308600; 0
2016-06-06 13:45:00; 2016-06-06 14:00:00; 59.392000; 59.392000; 24438.493200; 24438.493200; 0
2016-06-06 14:00:00; 2016-06-06 14:15:00; 57.984000; 57.984000; 24438.678800; 24438.678800; 0
2016-06-06 14:15:00; 2016-06-06 14:30:00; 58.944000; 58.944000; 24438.860000; 24438.860000; 0
2016-06-06 14:30:00; 2016-06-06 14:45:00; 66.752000; 66.752000; 24439.044200; 24439.044200; 0
2016-06-06 14:45:00; 2016-06-06 15:00:00; 58.304000; 58.304000; 24439.252800; 24439.252800; 0
2016-06-06 15:00:00; 2016-06-06 15:15:00; 55.552000; 55.552000; 24439.435000; 24439.435000; 0
2016-06-06 15:15:00; 2016-06-06 15:30:00; 60.288000; 60.288000; 24439.608600; 24439.608600; 0
2016-06-06 15:30:00; 2016-06-06 15:45:00; 68.544000; 68.544000; 24439.797000; 24439.797000; 0
2016-06-06 15:45:00; 2016-06-06 16:00:00; 58.432000; 58.432000; 24440.011200; 24440.011200; 0
2016-06-06 16:00:00; 2016-06-06 16:15:00; 57.792000; 57.792000; 24440.193800; 24440.193800; 0
2016-06-06 16:15:00; 2016-06-06 16:30:00; 56.576000; 56.576000; 24440.374400; 24440.374400; 0
2016-06-06 16:30:00; 2016-06-06 16:45:00; 62.080000; 62.080000; 24440.551200; 24440.551200; 0
2016-06-06 16:45:00; 2016-06-06 17:00:00; 60.800000; 60.800000; 24440.745200; 24440.745200; 0
2016-06-06 17:00:00; 2016-06-06 17:15:00; 56.640000; 56.640000; 24440.935200; 24440.935200; 0
2016-06-06 17:15:00; 2016-06-06 17:30:00; 55.488000; 55.488000; 24441.112200; 24441.112200; 0
2016-06-06 17:30:00; 2016-06-06 17:45:00; 55.296000; 55.296000; 24441.285600; 24441.285600; 0
2016-06-06 17:45:00; 2016-06-06 18:00:00; 66.240000; 66.240000; 24441.458400; 24441.458400; 0
2016-06-06 18:00:00; 2016-06-06 18:15:00; 55.360000; 55.360000; 24441.665400; 24441.665400; 0
2016-06-06 18:15:00; 2016-06-06 18:30:00; 56.064000; 56.064000; 24441.838400; 24441.838400; 0
2016-06-06 18:30:00; 2016-06-06 18:45:00; 55.232000; 55.232000; 24442.013600; 24442.013600; 0
2016-06-06 18:45:00; 2016-06-06 19:00:00; 53.696000; 53.696000; 24442.186200; 24442.186200; 0
2016-06-06 19:00:00; 2016-06-06 19:15:00; 53.376000; 53.376000; 24442.354000; 24442.354000; 0
2016-06-06 19:15:00; 2016-06-06 19:30:00; 53.184000; 53.184000; 24442.520800; 24442.520800; 0
2016-06-06 19:30:00; 2016-06-06 19:45:00; 49.472000; 49.472000; 24442.687000; 24442.687000; 0
2016-06-06 19:45:00; 2016-06-06 20:00:00; 43.904000; 43.904000; 24442.841600; 24442.841600; 0
2016-06-06 20:00:00; 2016-06-06 20:15:00; 42.688000; 42.688000; 24442.978800; 24442.978800; 0
2016-06-06 20:15:00; 2016-06-06 20:30:00; 42.048000; 42.048000; 24443.112200; 24443.112200; 0
2016-06-06 20:30:00; 2016-06-06 20:45:00; 39.232000; 39.232000; 24443.243600; 24443.243600; 0
2016-06-06 20:45:00; 2016-06-06 21:00:00; 39.232000; 39.232000; 24443.366200; 24443.366200; 0
2016-06-06 21:00:00; 2016-06-06 21:15:00; 39.168000; 39.168000; 24443.488800; 24443.488800; 0
2016-06-06 21:15:00; 2016-06-06 21:30:00; 31.104000; 31.104000; 24443.611200; 24443.611200; 0
2016-06-06 21:30:00; 2016-06-06 21:45:00; 39.104000; 39.104000; 24443.708400; 24443.708400; 0
2016-06-06 21:45:00; 2016-06-06 22:00:00; 35.456000; 35.456000; 24443.830600; 24443.830600; 0
2016-06-06 22:00:00; 2016-06-06 22:15:00; 32.384000; 32.384000; 24443.941400; 24443.941400; 0
2016-06-06 22:15:00; 2016-06-06 22:30:00; 38.080000; 38.080000; 24444.042600; 24444.042600; 0
2016-06-06 22:30:00; 2016-06-06 22:45:00; 26.944000; 26.944000; 24444.161600; 24444.161600; 0
2016-06-06 22:45:00; 2016-06-06 23:00:00; 38.592000; 38.592000; 24444.245800; 24444.245800; 0
2016-06-06 23:00:00; 2016-06-06 23:15:00; 29.056000; 29.056000; 24444.366400; 24444.366400; 0
2016-06-06 23:15:00; 2016-06-06 23:30:00; 34.880000; 34.880000; 24444.457200; 24444.457200; 0
2016-06-06 23:30:00; 2016-06-06 23:45:00; 32.128000; 32.128000; 24444.566200; 24444.566200; 0
2016-06-06 23:45:00; 2016-06-07 00:00:00; 30.400000; 30.400000; 24444.666600; 24444.666600; 0
2016-06-07 00:00:00; 2016-06-07 00:15:00; 36.032000; 36.032000; 24444.761600; 24444.761600; 0
2016-06-07 00:15:00; 2016-06-07 00:30:00; 25.984000; 25.984000; 24444.874200; 24444.874200; 0
2016-06-07 00:30:00; 2016-06-07 00:45:00; 33.792000; 33.792000; 24444.955400; 24444.955400; 0
2016-06-07 00:45:00; 2016-06-07 01:00:00; 32.192000; 32.192000; 24445.061000; 24445.061000; 0
2016-06-07 01:00:00; 2016-06-07 01:15:00; 26.048000; 26.048000; 24445.161600; 24445.161600; 0
2016-06-07 01:15:00; 2016-06-07 01:30:00; 33.600000; 33.600000; 24445.243000; 24445.243000; 0
2016-06-07 01:30:00; 2016-06-07 01:45:00; 29.504000; 29.504000; 24445.348000; 24445.348000; 0
2016-06-07 01:45:00; 2016-06-07 02:00:00; 26.112000; 26.112000; 24445.440200; 24445.440200; 0
2016-06-07 02:00:00; 2016-06-07 02:15:00; 35.136000; 35.136000; 24445.521800; 24445.521800; 0
2016-06-07 02:15:00; 2016-06-07 02:30:00; 25.920000; 25.920000; 24445.631600; 24445.631600; 0
2016-06-07 02:30:00; 2016-06-07 02:45:00; 25.856000; 25.856000; 24445.712600; 24445.712600; 0
2016-06-07 02:45:00; 2016-06-07 03:00:00; 35.200000; 35.200000; 24445.793400; 24445.793400; 0
2016-06-07 03:00:00; 2016-06-07 03:15:00; 25.984000; 25.984000; 24445.903400; 24445.903400; 0
2016-06-07 03:15:00; 2016-06-07 03:30:00; 25.792000; 25.792000; 24445.984600; 24445.984600; 0
2016-06-07 03:30:00; 2016-06-07 03:45:00; 33.536000; 33.536000; 24446.065200; 24446.065200; 0
2016-06-07 03:45:00; 2016-06-07 04:00:00; 28.096000; 28.096000; 24446.170000; 24446.170000; 0
2016-06-07 04:00:00; 2016-06-07 04:15:00; 26.048000; 26.048000; 24446.257800; 24446.257800; 0
2016-06-07 04:15:00; 2016-06-07 04:30:00; 26.048000; 26.048000; 24446.339200; 24446.339200; 0
2016-06-07 04:30:00; 2016-06-07 04:45:00; 34.624000; 34.624000; 24446.420600; 24446.420600; 0
2016-06-07 04:45:00; 2016-06-07 05:00:00; 25.920000; 25.920000; 24446.528800; 24446.528800; 0
2016-06-07 05:00:00; 2016-06-07 05:15:00; 26.112000; 26.112000; 24446.609800; 24446.609800; 0
2016-06-07 05:15:00; 2016-06-07 05:30:00; 25.856000; 25.856000; 24446.691400; 24446.691400; 0
2016-06-07 05:30:00; 2016-06-07 05:45:00; 34.240000; 34.240000; 24446.772200; 24446.772200; 0
2016-06-07 05:45:00; 2016-06-07 06:00:00; 26.240000; 26.240000; 24446.879200; 24446.879200; 0
2016-06-07 06:00:00; 2016-06-07 06:15:00; 26.432000; 26.432000; 24446.961200; 24446.961200; 0
2016-06-07 06:15:00; 2016-06-07 06:30:00; 26.624000; 26.624000; 24447.043800; 24447.043800; 0
2016-06-07 06:30:00; 2016-06-07 06:45:00; 41.728000; 41.728000; 24447.127000; 24447.127000; 0
2016-06-07 06:45:00; 2016-06-07 07:00:00; 32.000000; 32.000000; 24447.257400; 24447.257400; 0
2016-06-07 07:00:00; 2016-06-07 07:15:00; 44.736000; 44.736000; 24447.357400; 24447.357400; 0
2016-06-07 07:15:00; 2016-06-07 07:30:00; 39.296000; 39.296000; 24447.497200; 24447.497200; 0
2016-06-07 07:30:00; 2016-06-07 07:45:00; 42.624000; 42.624000; 24447.620000; 24447.620000; 0
2016-06-07 07:45:00; 2016-06-07 08:00:00; 42.560000; 42.560000; 24447.753200; 24447.753200; 0
2016-06-07 08:00:00; 2016-06-07 08:15:00; 42.112000; 42.112000; 24447.886200; 24447.886200; 0
2016-06-07 08:15:00; 2016-06-07 08:30:00; 49.344000; 49.344000; 24448.017800; 24448.017800; 0
2016-06-07 08:30:00; 2016-06-07 08:45:00; 44.288000; 44.288000; 24448.172000; 24448.172000; 0
2016-06-07 08:45:00; 2016-06-07 09:00:00; 52.416000; 52.416000; 24448.310400; 24448.310400; 0
2016-06-07 09:00:00; 2016-06-07 09:15:00; 45.888000; 45.888000; 24448.474200; 24448.474200; 0
2016-06-07 09:15:00; 2016-06-07 09:30:00; 51.008000; 51.008000; 24448.617600; 24448.617600; 0
2016-06-07 09:30:00; 2016-06-07 09:45:00; 52.608000; 52.608000; 24448.777000; 24448.777000; 0
2016-06-07 09:45:00; 2016-06-07 10:00:00; 53.760000; 53.760000; 24448.941400; 24448.941400; 0
2016-06-07 10:00:00; 2016-06-07 10:15:00; 48.192000; 48.192000; 24449.109400; 24449.109400; 0
2016-06-07 10:15:00; 2016-06-07 10:30:00; 60.992000; 60.992000; 24449.260000; 24449.260000; 0
2016-06-07 10:30:00; 2016-06-07 10:45:00; 61.568000; 61.568000; 24449.450600; 24449.450600; 0
2016-06-07 10:45:00; 2016-06-07 11:00:00; 59.584000; 59.584000; 24449.643000; 24449.643000; 0
2016-06-07 11:00:00; 2016-06-07 11:15:00; 58.496000; 58.496000; 24449.829200; 24449.829200; 0
2016-06-07 11:15:00; 2016-06-07 11:30:00; 58.752000; 58.752000; 24450.012000; 24450.012000; 0
2016-06-07 11:30:00; 2016-06-07 11:45:00; 59.712000; 59.712000; 24450.195600; 24450.195600; 0
2016-06-07 11:45:00; 2016-06-07 12:00:00; 70.528000; 70.528000; 24450.382200; 24450.382200; 0
2016-06-07 12:00:00; 2016-06-07 12:15:00; 65.600000; 65.600000; 24450.602600; 24450.602600; 0
2016-06-07 12:15:00; 2016-06-07 12:30:00; 62.080000; 62.080000; 24450.807600; 24450.807600; 0
2016-06-07 12:30:00; 2016-06-07 12:45:00; 71.616000; 71.616000; 24451.001600; 24451.001600; 0
2016-06-07 12:45:00; 2016-06-07 13:00:00; 59.520000; 59.520000; 24451.225400; 24451.225400; 0
2016-06-07 13:00:00; 2016-06-07 13:15:00; 57.728000; 57.728000; 24451.411400; 24451.411400; 0
2016-06-07 13:15:00; 2016-06-07 13:30:00; 58.624000; 58.624000; 24451.591800; 24451.591800; 0
2016-06-07 13:30:00; 2016-06-07 13:45:00; 62.976000; 62.976000; 24451.775000; 24451.775000; 0
2016-06-07 13:45:00; 2016-06-07 14:00:00; 71.104000; 71.104000; 24451.971800; 24451.971800; 0
2016-06-07 14:00:00; 2016-06-07 14:15:00; 61.888000; 61.888000; 24452.194000; 24452.194000; 0
2016-06-07 14:15:00; 2016-06-07 14:30:00; 62.272000; 62.272000; 24452.387400; 24452.387400; 0
2016-06-07 14:30:00; 2016-06-07 14:45:00; 72.576000; 72.576000; 24452.582000; 24452.582000; 0
2016-06-07 14:45:00; 2016-06-07 15:00:00; 66.560000; 66.560000; 24452.808800; 24452.808800; 0
2016-06-07 15:00:00; 2016-06-07 15:15:00; 64.448000; 64.448000; 24453.016800; 24453.016800; 0
2016-06-07 15:15:00; 2016-06-07 15:30:00; 74.752000; 74.752000; 24453.218200; 24453.218200; 0
2016-06-07 15:30:00; 2016-06-07 15:45:00; 65.856000; 65.856000; 24453.451800; 24453.451800; 0
2016-06-07 15:45:00; 2016-06-07 16:00:00; 67.584000; 67.584000; 24453.657600; 24453.657600; 0
2016-06-07 16:00:00; 2016-06-07 16:15:00; 77.376000; 77.376000; 24453.868800; 24453.868800; 0
2016-06-07 16:15:00; 2016-06-07 16:30:00; 66.560000; 66.560000; 24454.110600; 24454.110600; 0
2016-06-07 16:30:00; 2016-06-07 16:45:00; 74.304000; 74.304000; 24454.318600; 24454.318600; 0
2016-06-07 16:45:00; 2016-06-07 17:00:00; 71.936000; 71.936000; 24454.550800; 24454.550800; 0
2016-06-07 17:00:00; 2016-06-07 17:15:00; 65.600000; 65.600000; 24454.775600; 24454.775600; 0
2016-06-07 17:15:00; 2016-06-07 17:30:00; 76.928000; 76.928000; 24454.980600; 24454.980600; 0
2016-06-07 17:30:00; 2016-06-07 17:45:00; 68.160000; 68.160000; 24455.221000; 24455.221000; 0
2016-06-07 17:45:00; 2016-06-07 18:00:00; 63.552000; 63.552000; 24455.434000; 24455.434000; 0
2016-06-07 18:00:00; 2016-06-07 18:15:00; 70.656000; 70.656000; 24455.632600; 24455.632600; 0
2016-06-07 18:15:00; 2016-06-07 18:30:00; 66.880000; 66.880000; 24455.853400; 24455.853400; 0
2016-06-07 18:30:00; 2016-06-07 18:45:00; 56.832000; 56.832000; 24456.062400; 24456.062400; 0
2016-06-07 18:45:00; 2016-06-07 19:00:00; 61.824000; 61.824000; 24456.240000; 24456.240000; 0
2016-06-07 19:00:00; 2016-06-07 19:15:00; 65.344000; 65.344000; 24456.433200; 24456.433200; 0
2016-06-07 19:15:00; 2016-06-07 19:30:00; 48.960000; 48.960000; 24456.637400; 24456.637400; 0
2016-06-07 19:30:00; 2016-06-07 19:45:00; 46.400000; 46.400000; 24456.790400; 24456.790400; 0
2016-06-07 19:45:00; 2016-06-07 20:00:00; 44.800000; 44.800000; 24456.935400; 24456.935400; 0
2016-06-07 20:00:00; 2016-06-07 20:15:00; 42.112000; 42.112000; 24457.075400; 24457.075400; 0
2016-06-07 20:15:00; 2016-06-07 20:30:00; 41.536000; 41.536000; 24457.207000; 24457.207000; 0
2016-06-07 20:30:00; 2016-06-07 20:45:00; 28.096000; 28.096000; 24457.336800; 24457.336800; 0
2016-06-07 20:45:00; 2016-06-07 21:00:00; 32.704000; 32.704000; 24457.424600; 24457.424600; 0
2016-06-07 21:00:00; 2016-06-07 21:15:00; 35.072000; 35.072000; 24457.526800; 24457.526800; 0
2016-06-07 21:15:00; 2016-06-07 21:30:00; 26.112000; 26.112000; 24457.636400; 24457.636400; 0
2016-06-07 21:30:00; 2016-06-07 21:45:00; 37.184000; 37.184000; 24457.718000; 24457.718000; 0
2016-06-07 21:45:00; 2016-06-07 22:00:00; 30.208000; 30.208000; 24457.834200; 24457.834200; 0
2016-06-07 22:00:00; 2016-06-07 22:15:00; 27.456000; 27.456000; 24457.928600; 24457.928600; 0
2016-06-07 22:15:00; 2016-06-07 22:30:00; 39.296000; 39.296000; 24458.014400; 24458.014400; 0
2016-06-07 22:30:00; 2016-06-07 22:45:00; 27.008000; 27.008000; 24458.137200; 24458.137200; 0
2016-06-07 22:45:00; 2016-06-07 23:00:00; 30.976000; 30.976000; 24458.221600; 24458.221600; 0
2016-06-07 23:00:00; 2016-06-07 23:15:00; 35.072000; 35.072000; 24458.318400; 24458.318400; 0
2016-06-07 23:15:00; 2016-06-07 23:30:00; 26.816000; 26.816000; 24458.428000; 24458.428000; 0
2016-06-07 23:30:00; 2016-06-07 23:45:00; 30.720000; 30.720000; 24458.511800; 24458.511800; 0
2016-06-07 23:45:00; 2016-06-08 00:00:00; 35.904000; 35.904000; 24458.607800; 24458.607800; 0
2016-06-08 00:00:00; 2016-06-08 00:15:00; 26.496000; 26.496000; 24458.720000; 24458.720000; 0
2016-06-08 00:15:00; 2016-06-08 00:30:00; 30.208000; 30.208000; 24458.802800; 24458.802800; 0
2016-06-08 00:30:00; 2016-06-08 00:45:00; 36.032000; 36.032000; 24458.897200; 24458.897200; 0
2016-06-08 00:45:00; 2016-06-08 01:00:00; 26.176000; 26.176000; 24459.009800; 24459.009800; 0
2016-06-08 01:00:00; 2016-06-08 01:15:00; 30.144000; 30.144000; 24459.091600; 24459.091600; 0
2016-06-08 01:15:00; 2016-06-08 01:30:00; 35.776000; 35.776000; 24459.185800; 24459.185800; 0
2016-06-08 01:30:00; 2016-06-08 01:45:00; 26.368000; 26.368000; 24459.297600; 24459.297600; 0
2016-06-08 01:45:00; 2016-06-08 02:00:00; 26.944000; 26.944000; 24459.380000; 24459.380000; 0
2016-06-08 02:00:00; 2016-06-08 02:15:00; 37.952000; 37.952000; 24459.464200; 24459.464200; 0
2016-06-08 02:15:00; 2016-06-08 02:30:00; 26.304000; 26.304000; 24459.582800; 24459.582800; 0
2016-06-08 02:30:00; 2016-06-08 02:45:00; 26.048000; 26.048000; 24459.665000; 24459.665000; 0
2016-06-08 02:45:00; 2016-06-08 03:00:00; 35.008000; 35.008000; 24459.746400; 24459.746400; 0
2016-06-08 03:00:00; 2016-06-08 03:15:00; 33.472000; 33.472000; 24459.855800; 24459.855800; 0
2016-06-08 03:15:00; 2016-06-08 03:30:00; 26.176000; 26.176000; 24459.960400; 24459.960400; 0
2016-06-08 03:30:00; 2016-06-08 03:45:00; 26.368000; 26.368000; 24460.042200; 24460.042200; 0
2016-06-08 03:45:00; 2016-06-08 04:00:00; 31.488000; 31.488000; 24460.124600; 24460.124600; 0
2016-06-08 04:00:00; 2016-06-08 04:15:00; 32.704000; 32.704000; 24460.223000; 24460.223000; 0
2016-06-08 04:15:00; 2016-06-08 04:30:00; 26.240000; 26.240000; 24460.325200; 24460.325200; 0
2016-06-08 04:30:00; 2016-06-08 04:45:00; 30.848000; 30.848000; 24460.407200; 24460.407200; 0
2016-06-08 04:45:00; 2016-06-08 05:00:00; 33.728000; 33.728000; 24460.503600; 24460.503600; 0
2016-06-08 05:00:00; 2016-06-08 05:15:00; 26.688000; 26.688000; 24460.609000; 24460.609000; 0
2016-06-08 05:15:00; 2016-06-08 05:30:00; 28.288000; 28.288000; 24460.692400; 24460.692400; 0
